location_name,start_time,end_time,date,day_of_week,n_approaching_t,n_approaching_r,n_approaching_l,n_approaching_peds,s_approaching_t,s_approaching_r,s_approaching_l,s_approaching_peds,e_approaching_t,e_approaching_r,e_approaching_l,e_approaching_peds,w_approaching_t,w_approaching_r,w_approaching_l,w_approaching_peds
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-14,6,37,4,3,6,66,3,13,8,63,14,8,5,35,2,3,6
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-14,6,60,4,7,5,67,6,11,3,47,9,5,10,42,2,3,8
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-14,6,71,5,17,11,60,5,11,6,30,7,1,3,32,3,7,9
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-15,0,148,7,24,26,168,12,28,12,64,21,2,12,86,11,11,15
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-15,0,177,10,39,11,103,5,14,14,169,35,4,17,107,20,13,17
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-15,0,201,14,26,8,147,6,23,16,152,49,20,19,123,16,14,21
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-15,0,224,15,37,14,217,11,36,14,179,29,12,15,130,30,19,17
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-15,0,216,10,39,19,152,9,31,14,104,20,12,12,137,23,18,13
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-15,0,244,17,37,15,142,6,20,12,108,20,11,18,122,19,12,9
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-15,0,274,21,46,14,190,9,29,12,131,31,17,17,114,16,12,12
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-15,0,119,7,18,17,109,6,16,19,100,26,6,14,112,12,13,22
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-15,0,115,8,19,16,100,11,23,12,85,27,17,14,69,9,6,15
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-15,0,116,0,12,12,160,7,23,17,115,30,12,14,93,11,10,14
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-15,0,103,8,24,19,117,1,25,23,126,29,11,10,79,14,9,14
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-15,0,113,7,23,13,114,4,21,15,87,12,10,18,105,13,6,14
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-15,0,103,4,17,14,117,4,18,13,101,18,5,24,76,8,11,13
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-15,0,94,11,19,7,83,4,15,14,78,18,5,13,90,5,8,15
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-15,0,152,7,26,11,81,2,11,16,57,17,7,15,48,15,6,8
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-15,0,146,4,18,14,118,6,17,16,95,19,5,17,86,12,13,11
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-15,0,159,11,27,10,118,6,19,10,98,11,10,13,74,10,6,8
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-15,0,131,11,25,18,94,6,13,9,98,28,8,23,77,16,12,18
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-15,0,135,11,21,10,104,6,20,14,93,20,10,13,85,8,6,13
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-15,0,92,6,14,12,92,8,6,10,79,21,4,17,66,9,6,19
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-15,0,72,4,12,20,72,2,17,11,64,16,5,20,73,9,7,20
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-15,0,120,10,19,9,158,6,30,14,86,17,9,15,58,10,4,21
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-15,0,92,8,23,12,102,1,18,16,64,11,6,13,40,4,6,13
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-15,0,67,10,17,9,80,5,15,20,88,24,9,18,35,11,3,15
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-15,0,85,5,15,15,83,3,19,17,87,20,8,12,80,11,6,14
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-15,0,115,9,12,12,107,2,19,12,83,16,3,19,60,7,10,13
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-15,0,76,3,14,18,90,3,13,10,65,11,5,15,66,11,6,15
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-15,0,111,9,24,16,104,6,19,19,76,15,11,15,68,7,7,15
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-15,0,97,9,14,15,82,4,21,15,52,14,4,8,62,14,10,14
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-15,0,76,3,12,8,87,4,16,16,90,22,14,16,103,17,13,21
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-15,0,118,8,24,14,87,7,10,19,91,22,5,15,60,10,6,18
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-15,0,123,16,21,15,94,6,19,8,62,22,9,12,50,13,7,14
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-16,1,158,13,27,15,164,2,17,24,116,22,5,14,83,19,12,17
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-16,1,213,13,40,17,188,7,29,22,134,29,13,17,103,14,11,18
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-16,1,179,20,36,15,158,5,28,9,153,28,14,16,127,25,12,19
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-16,1,223,19,39,20,242,17,55,10,139,45,17,17,128,14,9,15
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-16,1,187,13,31,15,203,8,33,27,116,25,10,10,133,13,16,14
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-16,1,223,12,36,21,195,14,41,13,171,42,17,17,111,15,11,17
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-16,1,234,20,37,16,225,18,35,16,170,50,17,4,126,25,13,17
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-16,1,208,15,23,12,151,4,28,15,130,21,6,17,154,14,4,22
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-16,1,158,11,34,16,117,9,24,18,105,22,10,10,84,15,7,14
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-16,1,148,12,31,14,152,8,25,24,124,32,17,11,64,6,11,15
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-16,1,140,11,23,13,150,4,27,9,81,15,15,10,84,18,11,10
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-16,1,149,17,17,8,113,5,22,15,116,29,8,10,75,10,11,19
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-16,1,152,6,24,20,139,4,28,15,90,23,9,19,75,4,6,16
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-16,1,144,7,12,15,106,2,10,19,78,21,12,10,69,7,1,17
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-16,1,118,8,16,15,112,3,28,19,73,17,4,15,54,12,5,9
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-16,1,106,5,25,13,120,8,17,18,82,19,11,10,56,10,9,16
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-16,1,154,8,22,15,118,5,18,13,61,20,7,19,64,19,5,15
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-16,1,145,9,20,16,119,6,23,23,103,23,11,18,72,4,6,13
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-16,1,120,10,16,19,100,5,20,20,85,20,14,17,46,11,5,12
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-16,1,135,6,32,22,101,3,12,18,64,14,5,17,81,14,9,24
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-16,1,79,4,15,16,75,2,18,16,71,17,4,22,51,4,4,22
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-16,1,162,6,33,16,106,4,13,22,79,18,9,19,102,14,11,8
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-16,1,104,13,11,11,94,4,25,13,99,20,10,9,45,4,10,15
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-16,1,126,10,21,21,131,8,22,14,92,16,9,15,44,7,6,12
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-16,1,112,12,24,15,90,2,17,24,77,18,9,12,71,7,5,13
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-16,1,142,10,15,13,64,1,22,20,54,15,7,17,66,11,6,14
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-16,1,134,12,23,14,123,4,21,17,74,23,9,17,69,9,5,16
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-16,1,98,8,21,19,86,7,18,11,74,14,7,15,74,7,6,12
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-16,1,46,6,14,13,70,7,12,13,102,12,7,23,64,10,9,17
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-16,1,115,10,13,12,114,6,15,23,102,15,6,18,59,7,11,16
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-16,1,128,4,21,15,137,9,29,15,75,22,18,21,83,17,8,16
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-16,1,136,10,23,19,134,10,18,15,97,33,6,12,81,11,12,12
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-17,2,146,13,22,20,93,4,15,15,85,24,7,13,74,12,11,26
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-17,2,183,17,29,12,153,10,30,10,138,31,17,15,145,19,8,13
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-17,2,225,15,39,16,190,14,38,10,165,36,20,12,142,14,24,9
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-17,2,224,22,37,18,131,11,28,16,221,52,26,20,122,24,20,17
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-17,2,203,13,20,24,165,11,25,16,178,26,11,20,97,12,14,10
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-17,2,208,11,23,13,206,7,28,15,159,35,14,9,105,9,8,19
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-17,2,257,20,42,22,230,11,41,15,141,25,12,20,136,22,17,18
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-17,2,148,7,11,17,153,7,20,17,130,28,13,19,100,13,11,14
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-17,2,167,9,17,13,121,4,14,8,77,22,10,15,92,20,8,15
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-17,2,153,11,28,10,139,9,23,12,105,24,10,11,77,8,7,16
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-17,2,143,8,19,16,114,4,19,11,113,19,6,15,111,11,9,16
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-17,2,146,17,31,16,71,3,5,9,88,22,7,14,62,12,5,4
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-17,2,136,16,25,6,98,6,10,11,85,16,11,21,72,8,12,13
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-17,2,122,11,19,10,85,2,12,9,93,15,6,13,87,12,11,19
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-17,2,112,17,18,20,81,2,15,16,83,21,11,16,77,3,8,17
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-17,2,129,10,16,18,97,6,13,19,86,26,8,16,81,14,14,19
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-17,2,100,7,17,10,103,2,21,15,83,22,7,12,63,12,5,15
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-17,2,111,7,18,15,94,6,15,15,94,20,6,18,61,5,4,13
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-17,2,106,12,21,9,74,5,9,10,116,12,10,9,61,16,9,14
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-17,2,75,3,13,9,87,7,7,24,91,26,8,20,50,6,4,16
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-17,2,55,4,11,19,86,1,15,15,69,22,8,18,40,7,5,18
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-17,2,113,15,17,16,141,6,19,20,78,17,8,24,48,8,10,14
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-17,2,104,9,18,21,87,4,13,15,73,15,4,12,55,10,7,12
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-17,2,121,7,19,10,87,4,16,13,63,16,5,13,65,13,5,8
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-17,2,84,5,7,19,100,5,15,14,101,14,9,15,41,11,11,14
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-17,2,95,9,18,22,137,8,17,15,72,17,11,20,59,14,6,13
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-17,2,109,9,20,21,106,7,16,18,72,30,5,19,62,14,11,11
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-17,2,88,7,23,10,99,2,8,21,56,13,4,16,44,11,6,9
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-17,2,93,3,11,10,93,3,18,13,71,19,11,18,41,9,7,15
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-17,2,63,6,6,16,94,2,18,17,117,29,10,16,84,12,7,24
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-17,2,132,7,23,13,114,6,17,15,81,12,10,13,84,11,6,14
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-17,2,122,7,15,17,87,1,16,15,112,17,6,15,61,15,8,9
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-18,3,147,14,29,13,154,8,32,9,76,27,9,11,84,16,14,16
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-18,3,229,16,37,22,247,15,41,16,94,18,9,11,109,22,10,22
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-18,3,178,10,24,11,188,11,34,18,145,29,11,14,88,7,6,19
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-18,3,216,10,38,19,209,11,34,21,142,25,7,13,110,16,13,12
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-18,3,169,17,26,7,177,8,20,13,100,31,14,10,112,17,8,11
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-18,3,197,9,37,20,171,7,22,10,125,29,19,11,91,15,13,15
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-18,3,247,12,34,19,174,9,32,18,133,30,12,13,110,16,22,23
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-18,3,150,2,19,18,125,6,13,13,134,27,7,21,70,13,6,15
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-18,3,119,9,21,8,127,6,22,11,100,22,9,14,73,12,10,21
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-18,3,103,12,21,18,101,3,11,8,91,20,6,14,95,13,10,14
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-18,3,151,14,23,17,116,6,29,8,107,25,11,19,64,10,11,23
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-18,3,138,13,15,10,86,2,20,7,85,17,6,16,83,10,11,13
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-18,3,103,9,16,14,71,5,16,10,104,22,15,19,104,15,10,15
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-18,3,94,11,12,24,131,7,12,15,75,21,6,20,52,11,4,19
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-18,3,99,7,11,17,104,3,19,10,59,16,4,11,66,13,6,16
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-18,3,123,8,12,13,112,3,8,16,66,13,7,14,70,10,2,18
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-18,3,114,11,10,12,118,3,25,14,88,19,9,2,92,15,12,18
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-18,3,117,16,23,19,115,8,17,11,61,17,6,10,61,14,8,23
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-18,3,114,13,21,14,79,4,19,11,68,20,6,9,71,8,17,15
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-18,3,86,6,14,12,79,3,16,14,92,23,10,13,41,5,7,15
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-18,3,81,5,16,15,74,4,9,20,59,12,7,9,46,6,3,17
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-18,3,106,8,14,12,84,6,13,20,104,19,8,16,105,14,10,17
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-18,3,103,10,16,21,54,8,7,24,61,12,6,13,30,5,3,14
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-18,3,85,9,13,25,82,2,16,15,70,22,9,12,48,8,4,8
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-18,3,93,8,13,21,66,2,7,16,58,16,6,13,91,14,6,10
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-18,3,84,8,12,12,114,6,15,15,79,18,2,17,51,9,9,15
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-18,3,104,9,17,13,108,6,13,14,58,8,7,16,66,9,7,18
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-18,3,95,8,9,18,80,9,19,19,79,11,6,12,71,4,7,8
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-18,3,78,3,6,17,105,5,11,18,40,14,10,18,64,8,7,10
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-18,3,98,10,17,10,84,4,10,14,70,14,8,12,66,6,11,12
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-18,3,133,7,28,13,82,2,13,15,97,21,6,16,80,13,9,16
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-18,3,118,10,22,11,100,9,19,15,88,18,6,17,58,10,5,17
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-19,4,196,9,30,19,123,5,24,21,102,26,15,21,106,12,9,10
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-19,4,161,18,27,18,144,9,21,9,168,50,22,15,143,18,21,24
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-19,4,200,25,35,11,180,11,41,18,178,46,19,13,127,17,17,19
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-19,4,231,12,41,17,234,13,34,15,179,40,20,14,130,22,14,21
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-19,4,240,13,32,13,205,11,30,13,143,32,20,18,107,18,12,17
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-19,4,225,18,41,11,223,17,31,14,157,34,10,14,151,30,20,12
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-19,4,302,26,56,16,255,16,48,18,188,46,19,15,115,20,14,21
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-19,4,138,6,19,18,133,9,28,15,111,26,9,21,96,13,18,16
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-19,4,125,9,23,18,140,6,20,13,104,40,15,16,72,5,8,15
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-19,4,122,3,27,10,158,8,24,17,120,39,11,14,85,9,5,20
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-19,4,204,13,30,14,165,5,26,18,123,24,13,13,106,12,6,13
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-19,4,153,16,24,21,104,5,14,21,94,27,10,15,82,23,8,13
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-19,4,148,13,16,20,115,2,23,7,121,29,10,11,90,17,6,14
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-19,4,90,10,23,16,145,10,24,26,123,28,14,11,80,15,8,17
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-19,4,115,5,17,22,85,3,17,17,80,16,4,21,87,14,11,16
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-19,4,133,5,23,11,87,6,26,14,87,24,9,15,77,14,12,14
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-19,4,120,17,25,16,77,1,19,13,90,25,10,18,91,20,11,15
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-19,4,92,5,16,20,112,5,20,13,76,24,9,18,91,18,8,14
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-19,4,140,12,19,14,112,6,25,16,98,21,9,16,85,15,14,15
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-19,4,94,9,11,16,124,10,31,21,96,12,3,20,83,14,6,17
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-19,4,76,5,12,19,71,3,16,17,80,15,12,13,66,5,8,12
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-19,4,137,11,19,7,105,5,16,17,91,20,6,15,79,8,12,16
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-19,4,91,7,12,15,94,1,16,19,79,16,6,18,59,9,13,20
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-19,4,127,13,22,19,105,5,22,19,64,17,5,19,54,10,10,13
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-19,4,175,11,38,13,102,4,19,15,42,13,8,11,96,11,14,11
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-19,4,67,4,9,21,85,6,15,7,104,31,10,20,62,14,4,14
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-19,4,119,8,23,23,80,3,19,17,90,18,7,20,52,5,3,13
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-19,4,138,16,20,17,102,4,15,19,96,13,5,22,79,9,7,18
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-19,4,100,12,23,11,106,7,21,13,82,25,7,15,39,5,3,20
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-19,4,107,5,18,12,144,4,22,21,89,22,7,12,53,11,5,15
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-19,4,101,12,19,20,116,3,8,17,95,19,12,11,65,13,4,23
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-19,4,125,9,24,21,96,5,7,8,98,27,7,23,60,6,9,18
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-20,5,119,5,16,17,81,5,16,7,54,12,1,5,33,6,4,6
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-20,5,167,12,23,8,143,4,29,11,116,22,13,7,74,13,13,11
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-20,5,83,7,15,8,99,1,20,19,64,16,5,12,42,5,6,12
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-20,5,110,9,20,12,122,3,16,7,90,22,9,13,66,13,9,11
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-20,5,82,6,11,5,93,6,23,12,100,19,9,15,77,11,10,8
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-20,5,131,13,27,10,148,4,27,6,98,24,14,7,74,8,6,9
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-20,5,134,13,18,13,124,5,23,8,120,27,11,7,93,16,14,12
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-20,5,98,7,17,11,86,9,14,3,67,18,8,12,47,8,4,6
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-20,5,82,4,8,9,56,4,8,11,60,12,8,5,50,7,4,5
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-20,5,111,12,15,5,71,3,12,8,59,9,6,8,32,8,4,12
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-20,5,56,4,10,10,84,2,8,3,67,16,7,12,70,7,13,8
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-20,5,77,6,21,10,84,3,14,7,40,7,7,5,33,6,6,6
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-20,5,99,4,11,12,69,5,10,9,68,16,6,9,69,6,4,11
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-20,5,88,11,12,9,55,1,13,13,53,13,4,9,56,7,6,4
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-20,5,52,5,8,13,63,4,8,9,62,19,6,8,44,2,6,10
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-20,5,65,5,6,12,55,0,13,10,57,14,7,6,49,11,1,10
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-20,5,91,7,11,11,61,1,7,5,63,9,5,6,56,7,6,13
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-20,5,57,7,7,12,83,2,9,10,50,15,5,9,56,7,9,8
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-20,5,61,7,14,16,69,4,11,6,51,15,8,16,32,5,3,11
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-20,5,41,6,7,10,32,3,5,7,26,7,3,8,20,3,3,8
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-20,5,50,3,13,10,42,3,8,9,34,7,7,12,39,2,6,10
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-20,5,55,11,12,14,62,1,14,10,62,14,6,13,49,6,8,12
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-20,5,65,4,5,7,58,5,8,17,55,9,10,9,35,1,5,10
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-20,5,65,7,12,5,73,3,14,15,54,7,6,8,48,9,2,13
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-20,5,67,0,14,11,53,5,9,11,45,8,3,10,39,5,6,7
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-20,5,67,5,15,13,49,0,7,14,51,11,5,8,44,8,2,8
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-20,5,74,2,17,13,75,3,13,7,46,8,4,15,30,6,6,10
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-20,5,76,2,9,12,81,5,10,9,72,6,7,4,35,4,5,11
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-20,5,62,4,7,9,51,3,8,10,44,10,3,13,29,4,2,11
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-20,5,88,10,11,5,61,3,13,9,32,10,6,11,47,4,3,8
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-20,5,72,7,21,7,76,5,11,12,62,15,11,7,44,6,2,8
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-20,5,110,5,22,9,79,4,17,9,50,10,4,9,24,3,4,11
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-21,6,117,10,17,6,87,4,10,10,61,14,6,5,49,6,14,8
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-21,6,111,5,14,7,90,2,16,4,76,22,3,9,65,9,9,7
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-21,6,102,9,19,5,109,6,15,13,53,15,6,11,57,12,12,9
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-21,6,103,7,8,5,108,3,17,13,90,29,13,6,87,15,6,6
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-21,6,95,15,13,3,113,3,16,8,71,22,4,11,92,16,9,8
